"","STATE","ST_CASE","DAY","MONTH","HOUR","MINUTE","AGE","SEX","PER_TYP","INJ_SEV","YEAR"
"95",1,10047,27,1,20,38,28,1,2,2,2017
"96",1,10048,27,1,16,40,43,1,1,4,2017
"97",1,10049,27,1,9,45,66,1,1,4,2017
"98",1,10050,28,1,17,43,80,2,1,4,2017
"99",1,10050,28,1,17,43,43,1,1,0,2017
"100",1,10050,28,1,17,43,41,2,2,0,2017
"101",1,10050,28,1,17,43,12,2,2,0,2017
"102",1,10051,29,1,1,15,36,1,1,4,2017
"103",1,10051,29,1,1,15,25,1,1,4,2017
"104",1,10052,31,1,5,30,32,1,1,4,2017
"105",1,10053,17,1,17,42,41,1,1,0,2017
"106",1,10053,17,1,17,42,998,2,2,0,2017
"107",1,10054,20,1,6,45,88,1,1,0,2017
"108",1,10054,20,1,6,45,74,1,1,4,2017
"109",1,10055,26,1,8,38,31,1,1,0,2017
"110",1,10055,26,1,8,38,42,1,1,4,2017
"111",1,10055,26,1,8,38,45,2,2,1,2017
"112",1,10055,26,1,8,38,97,1,2,2,2017
"113",1,10056,28,1,5,38,32,2,1,4,2017
"114",1,10057,31,1,13,10,32,1,1,4,2017
"115",1,10057,31,1,13,10,51,2,1,4,2017
"116",1,10057,31,1,13,10,24,2,2,3,2017
"117",1,10057,31,1,13,10,0,1,2,2,2017
"118",1,10057,31,1,13,10,3,1,2,4,2017
"119",1,10058,1,2,20,59,46,1,1,4,2017
"120",1,10059,1,2,5,30,54,1,1,4,2017
"121",1,10060,1,2,4,30,34,2,1,4,2017
"122",1,10060,1,2,4,30,43,1,1,3,2017
"123",1,10060,1,2,4,30,33,2,2,3,2017
"124",1,10061,2,2,18,32,86,1,1,4,2017
"125",1,10061,2,2,18,32,27,2,1,0,2017
"126",1,10062,3,2,13,40,19,1,1,4,2017
"127",1,10062,3,2,13,40,18,1,2,4,2017
"128",1,10063,3,2,0,16,15,1,1,2,2017
"129",1,10063,3,2,0,16,26,2,2,4,2017
"130",1,10064,3,2,12,40,56,1,1,4,2017
"131",1,10065,3,2,18,46,41,1,1,0,2017
"132",1,10066,5,2,20,35,999,9,1,0,2017
"133",1,10067,6,2,21,0,52,1,1,4,2017
"134",1,10068,7,2,17,50,63,2,1,4,2017
"135",1,10069,7,2,19,1,55,2,1,4,2017
"136",1,10069,7,2,19,1,68,1,2,4,2017
"137",1,10070,7,2,14,0,19,1,1,4,2017
"138",1,10070,7,2,14,0,19,1,2,2,2017
"139",1,10070,7,2,14,0,16,1,2,3,2017
"140",1,10071,8,2,3,58,63,1,1,4,2017
"141",1,10072,8,2,9,50,24,1,1,4,2017
"142",1,10072,8,2,9,50,23,1,2,3,2017
"143",1,10072,8,2,9,50,28,2,3,2,2017
"144",1,10074,9,2,7,15,18,1,1,4,2017
"145",1,10075,10,2,15,50,60,2,1,1,2017
"146",1,10075,10,2,15,50,66,1,1,4,2017
"147",1,10076,11,2,0,43,30,1,1,4,2017
"148",1,10077,12,2,1,20,32,1,1,4,2017
"149",1,10078,12,2,18,10,28,2,1,0,2017
"150",1,10079,14,2,5,45,39,1,1,0,2017
"151",1,10080,14,2,20,30,32,1,1,4,2017
"152",1,10081,15,2,19,4,21,2,1,0,2017
"153",1,10081,15,2,19,4,52,1,1,4,2017
"154",1,10082,17,2,7,19,23,1,1,4,2017
"155",1,10083,18,2,21,15,27,1,1,4,2017
"156",1,10084,19,2,14,40,49,1,1,4,2017
"157",1,10084,19,2,14,40,49,1,2,4,2017
"158",1,10085,19,2,4,0,19,1,1,4,2017
"159",1,10086,19,2,5,25,27,1,1,4,2017
"160",1,10087,4,3,1,16,33,1,1,0,2017
"161",1,10088,5,3,20,0,25,2,1,3,2017
"162",1,10088,5,3,20,0,24,2,2,0,2017
"163",1,10088,5,3,20,0,0,1,2,3,2017
"164",1,10088,5,3,20,0,2,2,2,3,2017
"165",1,10088,5,3,20,0,25,2,2,3,2017
"166",1,10088,5,3,20,0,47,2,1,4,2017
"167",1,10089,5,3,20,3,29,1,1,0,2017
"168",1,10090,10,3,18,30,55,1,1,0,2017
"169",1,10090,10,3,18,30,36,2,1,2,2017
"170",1,10090,10,3,18,30,49,2,2,2,2017
"171",1,10090,10,3,18,30,1,1,2,4,2017
"172",1,10090,10,3,18,30,42,2,2,2,2017
"173",1,10090,10,3,18,30,65,1,2,4,2017
"174",1,10090,10,3,18,30,19,2,1,0,2017
"175",1,10091,10,3,15,30,40,1,1,3,2017
"176",1,10091,10,3,15,30,53,2,2,3,2017
"177",1,10091,10,3,15,30,12,2,2,3,2017
"178",1,10091,10,3,15,30,10,1,2,4,2017
"179",1,10091,10,3,15,30,8,2,2,3,2017
"180",1,10091,10,3,15,30,3,2,2,3,2017
"181",1,10091,10,3,15,30,36,2,2,3,2017
"182",1,10092,10,3,0,39,40,2,1,4,2017
"183",1,10093,13,3,14,0,27,1,1,4,2017
"184",1,10093,13,3,14,0,22,2,2,3,2017
"185",1,10094,16,3,7,20,18,1,1,2,2017
"186",1,10094,16,3,7,20,16,2,2,4,2017
"187",1,10094,16,3,7,20,71,1,1,0,2017
"188",1,10095,21,3,18,48,31,1,1,4,2017
"189",1,10096,28,3,5,55,36,2,1,4,2017
"190",1,10097,30,3,0,11,999,9,1,0,2017
"191",1,10097,30,3,0,11,44,1,1,0,2017
"192",1,10097,30,3,0,11,42,2,2,0,2017
"193",1,10097,30,3,0,11,998,9,2,0,2017
"194",1,10097,30,3,0,11,998,9,2,0,2017
"195",1,10098,31,3,19,53,56,1,1,4,2017
"196",1,10099,14,2,19,50,24,1,1,4,2017
"197",1,10099,14,2,19,50,51,1,1,1,2017
"198",1,10100,14,2,19,8,36,2,1,0,2017
"199",1,10100,14,2,19,8,14,2,2,0,2017
"200",1,10101,15,2,18,57,50,1,1,4,2017
"201",1,10102,16,2,22,35,39,1,1,0,2017
"202",1,10102,16,2,22,35,51,1,1,4,2017
"203",1,10103,11,3,2,50,18,1,1,4,2017
"204",1,10104,5,3,11,50,20,1,1,4,2017
"205",1,10104,5,3,11,50,51,1,1,2,2017
"206",1,10104,5,3,11,50,33,2,2,2,2017
"207",1,10105,5,3,2,15,37,1,1,3,2017
"208",1,10105,5,3,2,15,39,1,1,4,2017
"209",1,10105,5,3,2,15,73,1,1,0,2017
"210",1,10105,5,3,2,15,53,2,2,0,2017
"211",1,10107,7,3,0,48,21,1,1,2,2017
"212",1,10107,7,3,0,48,38,1,2,4,2017
"213",1,10108,7,3,5,30,76,1,1,4,2017
"214",1,10109,8,3,16,52,86,1,1,4,2017
"215",1,10109,8,3,16,52,81,2,2,4,2017
"216",1,10109,8,3,16,52,44,1,1,1,2017
"217",1,10110,9,3,22,25,21,1,1,4,2017
"218",1,10111,10,3,16,5,51,1,1,4,2017
"219",1,10111,10,3,16,5,22,2,1,2,2017
"220",1,10111,10,3,16,5,50,2,1,0,2017
"221",1,10112,11,3,9,0,68,1,1,4,2017
"222",1,10112,11,3,9,0,61,2,1,3,2017
"223",1,10113,11,3,0,53,23,2,1,0,2017
"224",1,10113,11,3,0,53,25,1,2,4,2017
"225",1,10114,12,3,18,30,65,1,1,4,2017
"226",1,10114,12,3,18,30,26,1,1,0,2017
"227",1,10114,12,3,18,30,37,1,1,1,2017
"228",1,10115,12,3,2,0,29,1,1,4,2017
"229",1,10116,15,3,19,21,25,1,1,0,2017
"230",1,10117,16,3,16,28,44,1,1,0,2017
"231",1,10117,16,3,16,28,35,2,2,0,2017
"232",1,10117,16,3,16,28,2,1,2,0,2017
"233",1,10117,16,3,16,28,4,2,2,0,2017
"234",1,10117,16,3,16,28,42,1,1,4,2017
"235",1,10118,16,3,14,25,35,2,1,2,2017
"236",1,10119,17,3,22,50,42,1,1,4,2017
"237",1,10120,18,3,20,50,24,1,1,4,2017
"238",1,10120,18,3,20,50,23,1,2,4,2017
"239",1,10121,18,3,18,45,54,1,1,2,2017
"240",1,10121,18,3,18,45,53,1,1,4,2017
"241",1,10122,17,3,15,53,55,1,1,4,2017
"242",1,10123,19,3,16,30,16,1,1,4,2017
"243",1,10123,19,3,16,30,15,2,2,3,2017
"244",1,10123,19,3,16,30,56,1,1,4,2017
"245",1,10123,19,3,16,30,43,2,2,4,2017
"246",1,10124,19,3,19,35,24,2,1,3,2017
"247",1,10124,19,3,19,35,30,1,2,4,2017
"248",1,10125,19,3,3,30,42,1,1,4,2017
"249",1,10126,20,3,17,10,47,2,1,4,2017
"250",1,10127,20,3,5,36,61,1,1,4,2017
"251",1,10128,20,3,14,40,58,1,1,0,2017
"252",1,10128,20,3,14,40,61,1,1,4,2017
"253",1,10129,21,3,15,0,39,2,1,4,2017
"254",1,10129,21,3,15,0,54,1,1,3,2017
"255",1,10129,21,3,15,0,53,2,2,3,2017
"256",1,10130,21,3,7,55,18,1,1,4,2017
"257",1,10130,21,3,7,55,58,1,1,0,2017
"258",1,10131,21,3,15,29,55,1,1,0,2017
"259",1,10132,22,3,16,55,36,1,1,4,2017
"260",1,10132,22,3,16,55,30,2,1,2,2017
"261",1,10132,22,3,16,55,9,2,2,2,2017
"262",1,10132,22,3,16,55,5,2,2,2,2017
"263",1,10133,22,3,14,3,46,1,1,4,2017
"264",1,10134,23,3,21,18,21,1,1,0,2017
"265",1,10135,23,3,10,35,16,2,1,0,2017
"266",1,10136,23,3,17,30,58,1,1,4,2017
"267",1,10137,25,3,7,25,45,1,1,4,2017
"268",1,10138,25,3,3,19,62,1,1,0,2017
"269",1,10139,26,3,0,15,26,2,1,4,2017
"270",1,10140,26,3,17,41,66,1,1,4,2017
"271",1,10140,26,3,17,41,83,2,2,3,2017
"272",1,10141,27,3,11,10,19,2,1,4,2017
"273",1,10142,26,3,4,44,27,2,1,3,2017
"274",1,10142,26,3,4,44,53,1,1,0,2017
"275",1,10143,27,3,0,8,26,2,1,0,2017
"276",1,10144,28,3,11,25,36,1,1,2,2017
"277",1,10144,28,3,11,25,45,1,1,4,2017
"278",1,10145,28,3,11,48,42,1,1,3,2017
"279",1,10145,28,3,11,48,72,1,1,4,2017
"280",1,10145,28,3,11,48,69,2,2,4,2017
"281",1,10146,29,3,14,45,41,1,1,0,2017
"282",1,10146,29,3,14,45,57,2,1,2,2017
"283",1,10146,29,3,14,45,54,1,2,4,2017
"284",1,10146,29,3,14,45,51,1,1,2,2017
"285",1,10146,29,3,14,45,71,2,1,3,2017
"286",1,10147,29,3,9,37,68,1,1,0,2017
"287",1,10148,30,3,4,57,59,1,1,4,2017
"288",1,10149,31,3,21,0,56,1,1,4,2017
"289",1,10149,31,3,21,0,27,1,2,3,2017
"290",1,10150,31,3,17,25,45,1,1,4,2017
"291",1,10150,31,3,17,25,29,2,1,2,2017
"292",1,10150,31,3,17,25,27,1,2,2,2017
"293",1,10151,1,4,23,55,20,1,1,4,2017
"294",1,10152,1,4,19,40,80,2,1,0,2017
"295",1,10152,1,4,19,40,86,1,2,0,2017
"296",1,10153,1,4,18,45,999,9,1,0,2017
"297",1,10153,1,4,18,45,59,1,1,4,2017
"298",1,10154,1,4,21,20,22,1,1,2,2017
"299",1,10154,1,4,21,20,24,1,2,4,2017
"300",1,10155,2,4,8,5,21,2,1,4,2017
"301",1,10156,3,4,7,5,37,1,1,4,2017
"302",1,10157,3,4,21,35,57,1,1,0,2017
"303",1,10158,3,4,10,24,36,1,1,0,2017
"304",1,10158,3,4,10,24,41,1,1,4,2017
"305",1,10158,3,4,10,24,12,1,2,2,2017
"306",1,10158,3,4,10,24,3,1,2,4,2017
"307",1,10159,9,4,19,45,22,2,1,0,2017
"308",1,10159,9,4,19,45,25,1,2,0,2017
"309",1,10159,9,4,19,45,3,1,2,0,2017
"310",1,10159,9,4,19,45,2,1,2,0,2017
"311",1,10159,9,4,19,45,0,1,2,0,2017
"312",1,10160,6,4,21,10,27,1,1,0,2017
"313",1,10161,6,4,14,30,35,2,1,4,2017
"314",1,10162,18,2,4,10,22,1,1,4,2017
"315",1,10162,18,2,4,10,50,1,1,4,2017
"316",1,10163,19,2,13,35,83,1,1,4,2017
"317",1,10164,19,2,12,59,25,1,1,4,2017
"318",1,10164,19,2,12,59,37,2,1,9,2017
"319",1,10165,21,2,17,55,50,2,1,0,2017
"320",1,10167,23,2,8,20,77,1,1,4,2017
"321",1,10167,23,2,8,20,31,2,1,2,2017
"322",1,10168,23,2,16,23,73,1,1,3,2017
"323",1,10168,23,2,16,23,69,2,2,4,2017
"324",1,10168,23,2,16,23,67,2,2,3,2017
"325",1,10168,23,2,16,23,53,1,1,2,2017
"326",1,10169,23,2,16,20,38,2,1,4,2017
"327",1,10170,24,2,8,25,70,1,1,4,2017
"328",1,10170,24,2,8,25,58,1,1,4,2017
"329",1,10170,24,2,8,25,28,2,1,2,2017
"330",1,10170,24,2,8,25,30,1,2,2,2017
"331",1,10170,24,2,8,25,2,1,2,2,2017
"332",1,10170,24,2,8,25,0,2,2,2,2017
"333",1,10171,25,2,13,30,60,2,1,4,2017
"334",1,10172,25,2,20,0,54,1,1,4,2017
"335",1,10173,26,2,13,30,53,1,1,4,2017
"336",1,10174,26,2,1,55,38,2,1,4,2017
"337",1,10175,25,2,23,11,25,1,1,4,2017
"338",1,10175,25,2,23,11,73,2,1,4,2017
"339",1,10175,25,2,23,11,54,1,2,3,2017
"340",1,10175,25,2,23,11,46,1,2,3,2017
"341",1,10176,26,2,2,55,36,1,1,4,2017
"342",1,10177,26,2,9,49,67,2,1,4,2017
"343",1,10177,26,2,9,49,5,2,2,2,2017
"344",1,10177,26,2,9,49,25,1,1,2,2017
"345",1,10178,28,2,15,40,57,1,1,0,2017
"346",1,10178,28,2,15,40,59,1,2,2,2017
"347",1,10178,28,2,15,40,44,1,2,0,2017
"348",1,10178,28,2,15,40,75,1,1,4,2017
"349",1,10179,28,2,21,21,19,2,1,0,2017
"350",1,10180,2,3,18,20,62,2,1,4,2017
"351",1,10180,2,3,18,20,27,1,1,2,2017
"352",1,10181,3,3,13,30,28,1,1,0,2017
"353",1,10181,3,3,13,30,29,2,1,0,2017
"354",1,10181,3,3,13,30,65,1,2,4,2017
"355",1,10182,3,3,17,9,32,1,1,0,2017
"356",1,10182,3,3,17,9,28,2,2,2,2017
"357",1,10182,3,3,17,9,9,2,2,0,2017
"358",1,10182,3,3,17,9,8,2,2,0,2017
"359",1,10182,3,3,17,9,51,2,2,0,2017
"360",1,10182,3,3,17,9,44,1,1,4,2017
"361",1,10182,3,3,17,9,35,2,2,3,2017
"362",1,10183,3,3,17,50,25,1,1,4,2017
"363",1,10184,4,3,15,15,53,1,1,4,2017
"364",1,10184,4,3,15,15,57,2,2,4,2017
"365",1,10185,5,3,99,99,28,2,1,4,2017
"366",1,10186,14,4,21,27,61,1,1,0,2017
"367",1,10186,14,4,21,27,25,1,1,2,2017
"368",1,10186,14,4,21,27,24,1,2,2,2017
"369",1,10186,14,4,21,27,2,2,2,2,2017
"370",1,10186,14,4,21,27,0,1,2,4,2017
"371",1,10187,18,4,20,35,75,2,1,4,2017
"372",1,10187,18,4,20,35,31,1,1,2,2017
"373",1,10188,29,4,5,30,16,1,1,4,2017
"374",1,10189,29,4,13,30,18,1,1,3,2017
"375",1,10189,29,4,13,30,21,1,2,3,2017
"376",1,10189,29,4,13,30,24,1,2,4,2017
"377",1,10190,29,4,20,35,60,2,1,4,2017
"378",1,10190,29,4,20,35,15,2,1,3,2017
"379",1,10190,29,4,20,35,47,2,2,3,2017
"380",1,10190,29,4,20,35,39,1,1,0,2017
"381",1,10190,29,4,20,35,37,2,2,0,2017
"382",1,10190,29,4,20,35,5,1,2,0,2017
"383",1,10190,29,4,20,35,12,1,2,0,2017
"384",1,10191,4,5,5,35,999,9,1,0,2017
"385",1,10192,4,5,10,4,63,2,1,4,2017
"386",1,10193,5,5,1,15,24,1,1,4,2017
"387",1,10194,7,5,2,0,68,1,1,4,2017
"388",1,10195,30,4,14,40,35,1,1,0,2017
"389",1,10195,30,4,14,40,53,1,1,4,2017
"390",1,10195,30,4,14,40,54,2,2,2,2017
"391",1,10195,30,4,14,40,26,2,2,3,2017
"392",1,10195,30,4,14,40,42,1,1,1,2017
"393",1,10196,5,5,8,40,20,2,1,4,2017
"394",1,10196,5,5,8,40,27,1,1,1,2017
"395",1,10197,7,5,13,10,55,1,1,4,2017
"396",1,10198,8,5,7,22,22,1,1,3,2017
"397",1,10198,8,5,7,22,23,1,2,3,2017
"398",1,10198,8,5,7,22,49,2,1,4,2017
"399",1,10199,10,5,6,55,29,1,1,4,2017
"400",1,10199,10,5,6,55,29,1,1,0,2017
"401",1,10199,10,5,6,55,56,1,1,0,2017
"402",1,10200,11,5,0,4,25,2,1,0,2017
"403",1,10200,11,5,0,4,48,2,2,0,2017
"404",1,10200,11,5,0,4,34,1,1,4,2017
"405",1,10201,20,3,3,20,18,1,1,4,2017
"406",1,10201,20,3,3,20,18,2,2,3,2017
"407",1,10201,20,3,3,20,52,2,2,3,2017
"408",1,10202,22,3,7,50,55,1,1,4,2017
"409",1,10202,22,3,7,50,55,2,2,3,2017
"410",1,10203,28,3,20,24,53,1,1,2,2017
"411",1,10203,28,3,20,24,34,2,1,4,2017
"412",1,10203,28,3,20,24,13,2,2,4,2017
"413",1,10204,1,4,23,26,24,2,1,3,2017
"414",1,10204,1,4,23,26,4,1,2,4,2017
"415",1,10204,1,4,23,26,2,1,2,3,2017
"416",1,10204,1,4,23,26,1,1,2,3,2017
"417",1,10204,1,4,23,26,22,1,1,0,2017
"418",1,10205,2,4,21,30,37,1,1,4,2017
"419",1,10205,2,4,21,30,41,1,1,2,2017
"420",1,10205,2,4,21,30,34,2,2,2,2017
"421",1,10205,2,4,21,30,49,2,1,2,2017
"422",1,10206,2,4,19,23,54,1,1,4,2017
"423",1,10207,6,4,0,25,23,1,1,3,2017
"424",1,10207,6,4,0,25,22,1,2,4,2017
"425",1,10208,7,4,21,55,35,2,1,0,2017
"426",1,10209,10,4,11,53,61,1,1,4,2017
"427",1,10210,7,4,11,0,63,1,1,4,2017
"428",1,10210,7,4,11,0,57,1,1,4,2017
"429",1,10210,7,4,11,0,46,1,1,0,2017
"430",1,10210,7,4,11,0,44,2,2,0,2017
"431",1,10210,7,4,11,0,10,1,2,0,2017
"432",1,10210,7,4,11,0,12,1,2,0,2017
"433",1,10210,7,4,11,0,37,1,1,1,2017
"434",1,10210,7,4,11,0,37,2,2,1,2017
"435",1,10211,7,4,14,18,84,1,1,4,2017
"436",1,10211,7,4,14,18,23,1,1,3,2017
"437",1,10212,10,4,15,39,58,1,1,4,2017
"438",1,10213,11,4,7,12,26,1,1,4,2017
"439",1,10213,11,4,7,12,20,1,1,0,2017
"440",1,10214,11,4,19,25,64,1,1,4,2017
"441",1,10215,11,4,5,15,58,1,1,4,2017
"442",1,10216,12,4,20,47,46,1,1,4,2017
"443",1,10217,12,4,8,25,22,2,1,4,2017
"444",1,10217,12,4,8,25,43,1,1,1,2017
"445",1,10218,13,4,17,55,75,1,1,4,2017
"446",1,10218,13,4,17,55,71,2,2,3,2017
"447",1,10219,13,4,4,15,24,2,1,3,2017
"448",1,10219,13,4,4,15,26,1,2,4,2017
"449",1,10219,13,4,4,15,53,2,1,3,2017
"450",1,10220,14,4,19,35,26,1,1,4,2017
"451",1,10220,14,4,19,35,40,1,1,3,2017
"452",1,10221,14,4,23,17,23,2,1,0,2017
"453",1,10222,14,4,22,42,58,1,1,4,2017
"454",1,10222,14,4,22,42,998,2,2,0,2017
"455",1,10222,14,4,22,42,39,1,1,3,2017
"456",1,10222,14,4,22,42,42,1,1,0,2017
"457",1,10222,14,4,22,42,42,1,2,0,2017
"458",1,10223,14,4,0,5,30,1,1,4,2017
"459",1,10224,14,4,99,99,60,1,1,4,2017
"460",1,10225,14,4,19,20,16,2,1,4,2017
"461",1,10225,14,4,19,20,16,2,2,0,2017
"462",1,10225,14,4,19,20,18,1,2,4,2017
"463",1,10226,14,4,3,22,999,9,1,0,2017
"464",1,10227,14,4,20,15,47,1,1,4,2017
"465",1,10228,14,4,20,7,56,2,1,4,2017
"466",1,10228,14,4,20,7,46,1,1,3,2017
"467",1,10229,15,4,1,45,21,2,1,1,2017
"468",1,10229,15,4,1,45,29,2,2,4,2017
"469",1,10229,15,4,1,45,26,1,1,1,2017
"470",1,10230,15,4,14,57,14,1,1,2,2017
"471",1,10230,15,4,14,57,15,1,2,2,2017
"472",1,10230,15,4,14,57,72,1,1,3,2017
"473",1,10230,15,4,14,57,69,1,2,4,2017
"474",1,10230,15,4,14,57,69,2,2,2,2017
"475",1,10231,16,4,18,0,72,1,1,4,2017
"476",1,10232,16,4,3,59,46,1,1,4,2017
"477",1,10232,16,4,3,59,5,2,2,3,2017
"478",1,10233,18,4,18,40,26,1,1,4,2017
"479",1,10233,18,4,18,40,45,2,1,0,2017
"480",1,10234,18,4,10,35,47,1,1,0,2017
"481",1,10234,18,4,10,35,31,2,1,4,2017
"482",1,10235,19,4,11,5,76,1,1,4,2017
"483",1,10236,19,4,15,58,34,1,1,4,2017
"484",1,10237,20,4,14,50,63,2,1,4,2017
"485",1,10238,26,2,5,30,52,1,1,2,2017
"486",1,10238,26,2,5,30,49,2,2,2,2017
"487",1,10238,26,2,5,30,49,1,2,4,2017
"488",1,10239,20,4,11,30,62,2,1,4,2017
"489",1,10240,20,4,17,30,29,1,1,0,2017
"490",1,10240,20,4,17,30,24,2,1,0,2017
"491",1,10240,20,4,17,30,44,1,1,4,2017
"492",1,10240,20,4,17,30,46,2,2,4,2017
"493",1,10241,21,4,17,35,70,2,1,4,2017
"494",1,10241,21,4,17,35,30,1,2,4,2017
"495",1,10241,21,4,17,35,65,1,1,0,2017
"496",1,10242,21,4,5,35,28,2,1,0,2017
"497",1,10242,21,4,5,35,3,1,2,4,2017
"498",1,10243,22,4,23,50,16,1,1,0,2017
"499",1,10243,22,4,23,50,16,1,2,4,2017
"500",1,10244,22,4,22,2,29,1,9,3,2017
"501",1,10244,22,4,22,2,24,2,9,4,2017
"502",1,10245,22,4,8,20,24,1,1,0,2017
"503",1,10246,23,4,0,45,26,1,1,4,2017
"504",1,10247,23,4,11,30,63,2,1,4,2017
"505",1,10248,24,4,4,0,36,1,1,4,2017
"506",1,10249,24,4,10,20,47,2,1,2,2017
"507",1,10249,24,4,10,20,68,1,1,4,2017
"508",1,10249,24,4,10,20,54,1,2,2,2017
"509",1,10250,24,4,21,45,28,2,1,0,2017
"510",1,10251,25,4,12,5,46,1,1,4,2017
"511",1,10252,26,4,13,12,74,1,1,4,2017
"512",1,10252,26,4,13,12,52,2,1,0,2017
"513",1,10253,27,4,5,40,50,2,1,0,2017
